doc_id,sentence_id,product_a,product_b,comparative_terms,relationship_types,risk_terms,study_context,matched_terms,context_rule_hits,direction_type,product_a_role,product_b_role,direction_triggers,narrative_type,narrative_subtype,narrative_confidence,claim_strength,risk_posture,section,narrative_invariant_ok,narrative_invariant_reason,sentiment_label,sentiment_score,sentiment_model,sentiment_inference_ts,created_at
med:pmid:39262640,med:pmid:39262640:sec:results:sent:3,enalapril,sacubitril_valsartan,,,,randomized,"{""study_context"": [""randomized""]}","[""study_context""]",,,,,evidence,clinical_trial,0.7,confirmatory,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.578298+00:00,2026-01-08 18:35:30
med:pmid:39186181,med:pmid:39186181:sec:introduction:sent:2,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39220717,med:pmid:39220717:sec:results:sent:5,enalapril,sacubitril_valsartan,"compared to, vs",combination,,cohort,"{""comparative_terms"": [""compared to"", ""vs""], ""combination"": [""acei/arb/arni""], ""study_context"": [""cohort""]}","[""comparative_terms"", ""relationship:combination"", ""study_context""]",,,,,evidence,real_world,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39220717,med:pmid:39220717:sec:results:sent:6,enalapril,sacubitril_valsartan,compared to,combination,,,"{""comparative_terms"": [""compared to""], ""combination"": [""acei/arb/arni"", ""triple therapy""]}","[""comparative_terms"", ""relationship:combination""]",,,,,evidence,real_world,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38513366,med:pmid:38513366:sec:conclusion:sent:10,enalapril,sacubitril_valsartan,,combination,risk,,"{""combination"": [""acei/arb/arni"", ""triple therapy""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""relationship:combination"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,positioning,combination,0.85,,,conclusion,1,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38513366,med:pmid:38513366:sec:results:sent:6,enalapril,sacubitril_valsartan,vs,combination,risk,,"{""comparative_terms"": [""vs""], ""combination"": [""acei/arb/arni""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""relationship:combination"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,comparative,comparative_safety,0.7,,,results,1,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38513366,med:pmid:38513366:sec:results:sent:9,enalapril,sacubitril_valsartan,,combination,risk,,"{""combination"": [""acei/arb/arni""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""relationship:combination"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,comparative,comparative_efficacy,0.6000000000000001,,,results,1,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39111953,med:pmid:39111953:sec:abstract:sent:3,enalapril,sacubitril_valsartan,vs,add-on therapy,,"phase, phase iv, randomized, trial","{""comparative_terms"": [""vs""], ""add-on therapy"": [""added to""], ""study_context"": [""phase"", ""phase iv"", ""randomized"", ""trial""], ""trial_phase_terms"": [""phase iv""]}","[""comparative_terms"", ""relationship:add-on therapy"", ""study_context"", ""trial_phase_terms""]",add_on,add_on,backbone,"[""add_on_to""]",,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39111953,med:pmid:39111953:sec:abstract:sent:7,enalapril,sacubitril_valsartan,compared with,,safety,,"{""comparative_terms"": [""compared with""], ""risk_terms"": [""safety""]}","[""comparative_terms"", ""risk_terms""]",,,,,,,,,,abstract,,,POS,2.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39111953,med:pmid:39111953:sec:title:sent:0,enalapril,sacubitril_valsartan,versus,,,trial,"{""comparative_terms"": [""versus""], ""study_context"": [""trial""]}","[""comparative_terms"", ""study_context""]",,,,,,,,,,title,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39105079,med:pmid:39105079:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,compared with,,,"cohort, real-world","{""comparative_terms"": [""compared with""], ""study_context"": [""cohort"", ""real-world""], ""real_world_terms"": [""real-world""]}","[""comparative_terms"", ""study_context"", ""real_world_terms""]",,,,,evidence,real_world,0.72,,,conclusion,1,,POS,2.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39105079,med:pmid:39105079:sec:methods:sent:3,enalapril,sacubitril_valsartan,,,,retrospective,"{""study_context"": [""retrospective""], ""real_world_terms"": [""retrospective"", ""retrospective study""]}","[""study_context"", ""real_world_terms""]",,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39105079,med:pmid:39105079:sec:results:sent:9,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39020009,med:pmid:39020009:sec:abstract:sent:2,enalapril,sacubitril_valsartan,,,,,,,switch,switch_destination,switch_source,"[""switch_from""]",,,,,,abstract,,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39058824,med:pmid:39058824:sec:abstract:sent:14,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39058824,med:pmid:39058824:sec:abstract:sent:5,enalapril,sacubitril_valsartan,,,,,,,add_on,add_on,backbone,"[""add_on_to""]",,,,,,abstract,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39058824,med:pmid:39058824:sec:abstract:sent:9,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38930091,med:pmid:38930091:sec:introduction:sent:8,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38811344,med:pmid:38811344:sec:conclusion:sent:14,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,conclusion,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38811344,med:pmid:38811344:sec:conclusion:sent:15,enalapril,sacubitril_valsartan,superior,,,,"{""comparative_terms"": [""superior""]}","[""comparative_terms""]",alternative,disfavored,favored,"[""preferred_over""]",comparative,comparative_efficacy,0.6,,,conclusion,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38811344,med:pmid:38811344:sec:introduction:sent:1,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38811344,med:pmid:38811344:sec:results:sent:11,enalapril,sacubitril_valsartan,superior,,,,"{""comparative_terms"": [""superior""]}","[""comparative_terms""]",alternative,disfavored,favored,"[""preferred_over""]",comparative,comparative_efficacy,0.39999999999999997,,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38783593,med:pmid:38783593:sec:conclusion:sent:17,enalapril,sacubitril_valsartan,,combination,risk,,"{""combination"": [""gdmt""], ""risk_terms"": [""risk""], ""claim_strength_terms"": {""exploratory"": [""preliminary""]}}","[""relationship:combination"", ""risk_terms"", ""claim_strength:exploratory""]",,,,,positioning,combination,0.85,exploratory,,conclusion,1,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38783593,med:pmid:38783593:sec:results:sent:15,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,evidence,real_world,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38663899,med:pmid:38663899:sec:abstract:sent:2,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38639469,med:pmid:38639469:sec:results:sent:7,enalapril,sacubitril_valsartan,versus,combination,,,"{""comparative_terms"": [""versus""], ""combination"": [""acei/arb/arni""]}","[""comparative_terms"", ""relationship:combination""]",,,,,,,,,,results,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:37917889,med:pmid:37917889:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,"compared to, superior",,,,"{""comparative_terms"": [""compared to"", ""superior""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.6,,,conclusion,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37917889,med:pmid:37917889:sec:methods:sent:4,enalapril,sacubitril_valsartan,,,,randomized,"{""study_context"": [""randomized""]}","[""study_context""]",,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37917889,med:pmid:37917889:sec:results:sent:8,enalapril,sacubitril_valsartan,compared to,,risk,,"{""comparative_terms"": [""compared to""], ""risk_terms"": [""risk""]}","[""comparative_terms"", ""risk_terms""]",,,,,comparative,comparative_efficacy,0.39999999999999997,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38644253,med:pmid:38644253:sec:abstract:sent:11,enalapril,sacubitril_valsartan,,,risk,,"{""risk_terms"": [""risk""]}","[""risk_terms""]",,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38644253,med:pmid:38644253:sec:abstract:sent:14,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,,,abstract,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38418004,med:pmid:38418004:sec:conclusion:sent:13,enalapril,sacubitril_valsartan,vs,,,trial,"{""comparative_terms"": [""vs""], ""study_context"": [""trial""]}","[""comparative_terms"", ""study_context""]",,,,,evidence,clinical_trial,0.7,,,conclusion,1,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38508844,med:pmid:38508844:sec:conclusion:sent:15,enalapril,sacubitril_valsartan,versus,,"safety, tolerability",,"{""comparative_terms"": [""versus""], ""risk_terms"": [""safety"", ""tolerability""]}","[""comparative_terms"", ""risk_terms""]",,,,,comparative,comparative_efficacy,0.39999999999999997,,,conclusion,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38508844,med:pmid:38508844:sec:methods:sent:3,enalapril,sacubitril_valsartan,vs,,,"double-blind, randomized","{""comparative_terms"": [""vs""], ""study_context"": [""double-blind"", ""randomized""]}","[""comparative_terms"", ""study_context""]",,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38359813,med:pmid:38359813:sec:results:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,evidence,real_world,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38465175,med:pmid:38465175:sec:abstract:sent:4,enalapril,sacubitril_valsartan,,,,"meta-analysis, review","{""study_context"": [""meta-analysis"", ""review""]}","[""study_context""]",,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38279516,med:pmid:38279516:sec:conclusion:sent:10,enalapril,sacubitril_valsartan,,,,,"{""line_of_therapy_terms"": [""first-line""]}","[""line_of_therapy_terms""]",,,,,positioning,line_of_therapy,0.83,,,conclusion,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38356826,med:pmid:38356826:sec:conclusion:sent:6,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.6,,,conclusion,1,,POS,5.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38356826,med:pmid:38356826:sec:introduction:sent:1,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""combined with""]}","[""relationship:combination""]",add_on,add_on,add_on,"[""combination_with""]",,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38356826,med:pmid:38356826:sec:methods:sent:3,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""combined with""]}","[""relationship:combination""]",add_on,add_on,add_on,"[""combination_with""]",,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38356826,med:pmid:38356826:sec:title:sent:0,enalapril,sacubitril_valsartan,,,,"observational, retrospective","{""study_context"": [""observational"", ""retrospective""], ""real_world_terms"": [""observational"", ""retrospective""]}","[""study_context"", ""real_world_terms""]",,,,,,,,,,title,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39033432,med:pmid:39033432:sec:abstract:sent:10,enalapril,sacubitril_valsartan,,,,,"{""claim_strength_terms"": {""suggestive"": [""greater improvement""]}}","[""claim_strength:suggestive""]",,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39033432,med:pmid:39033432:sec:abstract:sent:2,enalapril,sacubitril_valsartan,,,,retrospective,"{""study_context"": [""retrospective""], ""real_world_terms"": [""retrospective"", ""retrospective study""]}","[""study_context"", ""real_world_terms""]",,,,,,,,,,abstract,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:39033432,med:pmid:39033432:sec:abstract:sent:7,enalapril,sacubitril_valsartan,"compared with, vs",,,,"{""comparative_terms"": [""compared with"", ""vs""]}","[""comparative_terms""]",,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38764991,med:pmid:38764991:sec:abstract:sent:2,enalapril,sacubitril_valsartan,superior,,,trial,"{""comparative_terms"": [""superior""], ""study_context"": [""trial""]}","[""comparative_terms"", ""study_context""]",alternative,disfavored,favored,"[""preferred_over""]",,,,,,abstract,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.562243+00:00,2026-01-08 18:35:30
med:pmid:38040431,med:pmid:38040431:sec:introduction:sent:11,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38040431,med:pmid:38040431:sec:introduction:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,introduction,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38032698,med:pmid:38032698:sec:conclusion:sent:12,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,,,conclusion,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38047039,med:pmid:38047039:sec:results:sent:14,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,evidence,real_world,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37933210,med:pmid:37933210:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,positioning,combination,0.85,,,conclusion,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37933210,med:pmid:37933210:sec:results:sent:7,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37933210,med:pmid:37933210:sec:results:sent:8,enalapril,sacubitril_valsartan,,combination,risk,,"{""combination"": [""acei/arb/arni""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""relationship:combination"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,comparative,comparative_efficacy,0.6000000000000001,,,results,1,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37989299,med:pmid:37989299:sec:results:sent:5,enalapril,sacubitril_valsartan,no significant difference,,,,"{""comparative_terms"": [""no significant difference""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.6,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37989299,med:pmid:37989299:sec:results:sent:6,enalapril,sacubitril_valsartan,compared with,,,,"{""comparative_terms"": [""compared with""], ""claim_strength_terms"": {""confirmatory"": [""p=""], ""suggestive"": [""greater reduction""]}}","[""comparative_terms"", ""claim_strength:confirmatory"", ""claim_strength:suggestive""]",,,,,comparative,comparative_efficacy,0.6,confirmatory,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37989299,med:pmid:37989299:sec:results:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38084196,med:pmid:38084196:sec:results:sent:6,enalapril,sacubitril_valsartan,compared to,,risk,pooled analysis,"{""comparative_terms"": [""compared to""], ""risk_terms"": [""risk""], ""study_context"": [""pooled analysis""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""study_context"", ""risk_posture:acknowledgment""]",,,,,comparative,comparative_safety,0.9,,,results,1,,NEG,-2.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38084196,med:pmid:38084196:sec:results:sent:7,enalapril,sacubitril_valsartan,compared to,,risk,,"{""comparative_terms"": [""compared to""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,comparative,comparative_safety,0.9,,,results,1,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38084196,med:pmid:38084196:sec:results:sent:8,enalapril,sacubitril_valsartan,compared to,,risk,,"{""comparative_terms"": [""compared to""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,comparative,comparative_safety,0.9,,,results,1,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38084196,med:pmid:38084196:sec:results:sent:9,enalapril,sacubitril_valsartan,"compared to, superior",,,meta-analysis,"{""comparative_terms"": [""compared to"", ""superior""], ""study_context"": [""meta-analysis""]}","[""comparative_terms"", ""study_context""]",,,,,evidence,evidence_review,0.7,,,results,1,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:38084196,med:pmid:38084196:sec:title:sent:0,enalapril,sacubitril_valsartan,,,,"meta-analysis, review, systematic review","{""study_context"": [""meta-analysis"", ""review"", ""systematic review""]}","[""study_context""]",,,,,,,,,,title,,,NEG,-1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
ppr:doi:10.1101/2023.10.31.23297731,ppr:doi:10.1101/2023.10.31.23297731:sec:conclusion:sent:16,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""gdmt""]}","[""relationship:combination""]",,,,,,,,,,conclusion,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.625816+00:00,2026-01-08 18:35:30
med:pmid:37940331,med:pmid:37940331:sec:methods:sent:4,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,methods,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37940331,med:pmid:37940331:sec:results:sent:8,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""triple therapy""]}","[""relationship:combination""]",,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37861303,med:pmid:37861303:sec:results:sent:9,enalapril,sacubitril_valsartan,,,,,,,,,,,evidence,real_world,0.7,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37933369,med:pmid:37933369:sec:abstract:sent:11,enalapril,sacubitril_valsartan,compared to,,risk,,"{""comparative_terms"": [""compared to""], ""risk_terms"": [""risk""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""risk_posture:acknowledgment""]",,,,,,,,,,abstract,,,NEG,-2.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37933369,med:pmid:37933369:sec:abstract:sent:15,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37933369,med:pmid:37933369:sec:abstract:sent:7,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37933369,med:pmid:37933369:sec:abstract:sent:8,enalapril,sacubitril_valsartan,compared to,,risk,pooled analysis,"{""comparative_terms"": [""compared to""], ""risk_terms"": [""risk""], ""study_context"": [""pooled analysis""], ""risk_posture_terms"": {""acknowledgment"": [""risk of""]}}","[""comparative_terms"", ""risk_terms"", ""study_context"", ""risk_posture:acknowledgment""]",,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37933369,med:pmid:37933369:sec:abstract:sent:9,enalapril,sacubitril_valsartan,compared to,,,,"{""comparative_terms"": [""compared to""]}","[""comparative_terms""]",,,,,,,,,,abstract,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37941691,med:pmid:37941691:sec:introduction:sent:1,enalapril,sacubitril_valsartan,superior,,,,"{""comparative_terms"": [""superior""]}","[""comparative_terms""]",alternative,disfavored,favored,"[""preferred_over""]",,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37705397,med:pmid:37705397:sec:conclusion:sent:10,enalapril,sacubitril_valsartan,,,,,,,,,,,evidence,real_world,0.7,,,conclusion,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37705397,med:pmid:37705397:sec:results:sent:4,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,results,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37705397,med:pmid:37705397:sec:results:sent:6,enalapril,sacubitril_valsartan,versus,,,,"{""comparative_terms"": [""versus""]}","[""comparative_terms""]",,,,,comparative,comparative_efficacy,0.6,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37705397,med:pmid:37705397:sec:results:sent:8,enalapril,sacubitril_valsartan,vs,,,,"{""comparative_terms"": [""vs""]}","[""comparative_terms""]",,,,,,,,,,results,,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37705397,med:pmid:37705397:sec:results:sent:9,enalapril,sacubitril_valsartan,vs,,,,"{""comparative_terms"": [""vs""]}","[""comparative_terms""]",,,,,,,,,,results,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37646297,med:pmid:37646297:sec:results:sent:11,enalapril,sacubitril_valsartan,,,,,"{""access_terms"": [""access"", ""affordability""]}","[""access_terms""]",,,,,access,coverage_access,0.65,,,results,1,,POS,1.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37635080,med:pmid:37635080:sec:introduction:sent:1,enalapril,sacubitril_valsartan,vs,,safety,,"{""comparative_terms"": [""vs""], ""risk_terms"": [""safety""]}","[""comparative_terms"", ""risk_terms""]",,,,,,,,,,introduction,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37635080,med:pmid:37635080:sec:results:sent:7,enalapril,sacubitril_valsartan,,switching,,,"{""switching"": [""transitioned to""]}","[""relationship:switching""]",switch,switch_source,switch_destination,"[""switch_to""]",comparative,comparative_efficacy,0.6000000000000001,,,results,1,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37640175,med:pmid:37640175:sec:abstract:sent:6,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37640175,med:pmid:37640175:sec:abstract:sent:7,enalapril,sacubitril_valsartan,,combination,,,"{""combination"": [""acei/arb/arni""]}","[""relationship:combination""]",,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37619492,med:pmid:37619492:sec:abstract:sent:4,enalapril,sacubitril_valsartan,,,,,,,,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
med:pmid:37619492,med:pmid:37619492:sec:abstract:sent:5,enalapril,sacubitril_valsartan,,,,randomized,"{""study_context"": [""randomized""]}","[""study_context""]",,,,,,,,,,abstract,,,NEU,0.0,lexicon_v1,2026-01-08T18:51:51.546015+00:00,2026-01-08 18:35:30
