sentence_id,doc_id,section,sent_index,text,start_char,end_char
med:pmid:38930091:sec:introduction:sent:2,med:pmid:38930091,introduction,2,"<b>Methods</b>: The present work was a single-center, retrospective, observational study of consecutive HF patients hospitalized in a tertiary center.",264,414
med:pmid:38930091:sec:introduction:sent:3,med:pmid:38930091,introduction,3,The study endpoint was all-cause mortality or HF rehospitalization.,415,482
med:pmid:38930091:sec:introduction:sent:4,med:pmid:38930091,introduction,4,Univariate and multivariate Cox proportional-hazard models were conducted to investigate the association between SGLT2i administration at discharge and the study endpoint.,483,654
med:pmid:38930091:sec:introduction:sent:5,med:pmid:38930091,introduction,5,"<b>Results</b>: Sample consisted of 171 patients, 55 of whom (32.2%) received SGLT2is at discharge.",655,754
med:pmid:38930091:sec:introduction:sent:6,med:pmid:38930091,introduction,6,"Overall, mean follow-up period was 6.1 months (SD = 4.8 months).",755,819
med:pmid:38930091:sec:introduction:sent:7,med:pmid:38930091,introduction,7,Patients who received SGLT2is at discharge had a 43% lower probability of the study endpoint compared to those who did not receive SGLT2is at discharge (HR = 0.57; 95% CI: 0.36-0.91; <i>p</i> = 0.018).,820,1021
med:pmid:38930091:sec:introduction:sent:8,med:pmid:38930091,introduction,8,"After adjusting for age, gender, smoking, hemoglobin (Hgb), use of SGLT2is at admission, use of Angiotensin-Converting Enzyme Inhibitors (ACEI-Is)/Angiotensin Receptor Blockers (ARBs) at discharge and Sacubitril/Valsartan at discharge, the aforementioned result remained significant (HR = 0.38; 95% CI: 0.19-0.73; <i>p</i> = 0.004).",1022,1354
med:pmid:38930091:sec:introduction:sent:9,med:pmid:38930091,introduction,9,The 55 patients who received SGLT2is at discharge were propensity score matched with the 116 patients who did not receive SGLT2is at discharge.,1355,1498
med:pmid:38930091:sec:introduction:sent:10,med:pmid:38930091,introduction,10,Receiving SGLT2is at discharge continued to be significantly associated with a lower probability of the study endpoint (HR= 0.43; 95% CI: 0.20-0.89; <i>p</i> = 0.024).,1499,1666
med:pmid:38930091:sec:introduction:sent:11,med:pmid:38930091,introduction,11,<b>Conclusions</b>: Initiation of SGLT2is in HHF patients may be associated with better outcomes.,1667,1764
med:pmid:38764991:sec:title:sent:0,med:pmid:38764991,title,0,Is Sacubitril/Valsartan a Superior Agent in Heart Failure With Reduced Ejection Fraction?,0,89
med:pmid:38764991:sec:title:sent:1,med:pmid:38764991,title,1,A Review of Randomized Comparative Trials.,90,132
med:pmid:38764991:sec:abstract:sent:2,med:pmid:38764991,abstract,2,<b>Background:</b> The PARADIGM HF trial showed sacubitril/valsartan (SV) to be superior to enalapril in patients with reduced ejection fraction (HFrEF).,0,153
med:pmid:38764991:sec:abstract:sent:3,med:pmid:38764991,abstract,3,"Since its publication, several other randomized trials have compared SV to either an angiotensin converting enzyme inhibitor (ACEI) or angiotensin receptor blocker (ARB) in HFrEF which showed conflicting results regarding mortality, hospitalizations, and quality of life scoring.",154,433
med:pmid:38764991:sec:abstract:sent:4,med:pmid:38764991,abstract,4,<b>Objective:</b> To review randomized comparative trials of SV to either ACEI or ARB in patients with HFrEF.,434,543
med:pmid:38764991:sec:abstract:sent:5,med:pmid:38764991,abstract,5,<b>Methods:</b> PubMed and Embase databases were used to identify randomized comparative trials.,544,640
med:pmid:38764991:sec:abstract:sent:6,med:pmid:38764991,abstract,6,"The text terms sacubitril, angiotensin neprilysin, and LCZ696 were used for both searches.",641,731
med:pmid:38764991:sec:abstract:sent:7,med:pmid:38764991,abstract,7,"Meta-analysis, retrospective, adhoc, and cohort studies were excluded.",732,802
med:pmid:38764991:sec:abstract:sent:8,med:pmid:38764991,abstract,8,"<b>Results:</b> 1476 and 3983 citations were reviewed on PubMed and Embase, respectively.",803,892
med:pmid:38764991:sec:abstract:sent:9,med:pmid:38764991,abstract,9,"Of these, 11 randomized comparative trials to either ACEI or ARB were included for analysis.",893,985
med:pmid:38764991:sec:abstract:sent:10,med:pmid:38764991,abstract,10,The mortality/quality of life benefits of SV over enalapril in the PARADIGM HF were not corroborated in any of the other trials.,986,1114
med:pmid:38764991:sec:abstract:sent:11,med:pmid:38764991,abstract,11,The effect of hospitalizations for heart failure was inconsistent among trials.,1115,1194
med:pmid:38764991:sec:abstract:sent:12,med:pmid:38764991,abstract,12,Exercise tolerance was not improved with SV versus enalapril.,1195,1256
med:pmid:38764991:sec:abstract:sent:13,med:pmid:38764991,abstract,13,<b>Conclusion:</b> The results of the PARADIGM HF trial have largely not been confirmed in subsequent randomized comparative trials.,1257,1389
med:pmid:38588927:sec:title:sent:0,med:pmid:38588927,title,0,Effects of Sacubitril/Valsartan Across the Spectrum of Renal Impairment in Patients With Heart Failure.,0,103
med:pmid:38588927:sec:introduction:sent:1,med:pmid:38588927,introduction,1,The Kidney Disease Improving Global Outcomes (KDIGO) classification integrates both estimated glomerular filtration rate and urine-albumin-creatinine ratio to stratify risk more comprehensively in patients with chronic kidney disease.,0,254
med:pmid:38588927:sec:introduction:sent:2,med:pmid:38588927,introduction,2,There are limited data assessing whether this classification system is associated with prognosis and treatment response in heart failure populations.,255,404
med:pmid:38588927:sec:introduction:sent:3,med:pmid:38588927,introduction,3,The aim of this study was to evaluate the relative treatment effects of sacubitril/valsartan across the KDIGO risk categories in patients with HFrEF.,405,574
med:pmid:38588927:sec:methods:sent:4,med:pmid:38588927,methods,4,PARADIGM-HF (Prospective Comparison of ARNI with ACEI to Determine Impact on Global Mortality and Morbidity in Heart Failure) was a global randomized controlled trial evaluating sacubitril/valsartan vs enalapril in patients with heart failure with reduced ejection fraction (HFrEF).,575,874
med:pmid:38588927:sec:methods:sent:5,med:pmid:38588927,methods,5,"Patients were classified according to low, moderate, and high/very high KDIGO risk.",875,958
med:pmid:38588927:sec:methods:sent:6,med:pmid:38588927,methods,6,Treatment responses were assessed according to baseline KDIGO risk.,959,1026
med:pmid:38588927:sec:methods:sent:7,med:pmid:38588927,methods,7,The primary outcome was a composite of cardiovascular (CV) death or heart failure hospitalization.,1027,1125
med:pmid:38588927:sec:methods:sent:8,med:pmid:38588927,methods,8,A renal composite outcome was defined as sustained decline in estimated glomerular filtration rate by ≥40% or end-stage kidney disease.,1126,1261
med:pmid:38588927:sec:results:sent:9,med:pmid:38588927,results,9,"Among 1,910 (23% of total) participants with available data, 42%, 32%, and 26% were classified as low, moderate, and high/very high KDIGO risk, respectively.",1262,1436
med:pmid:38588927:sec:results:sent:10,med:pmid:38588927,results,10,"Patients in the highest KDIGO risk categories experienced the highest rates of the primary composite outcome (7.6 per 100 person-years [95% CI: 6.5-9.0 per 100 person-years], 9.4 per 100 person-years [95% CI: 7.9-11.2 per 100 person-years], and 14.9 per 100 person-years [95% CI: 12.7-17.6 per 100 person-years]; P < 0.001).",1437,1761
med:pmid:38588927:sec:results:sent:11,med:pmid:38588927,results,11,Sacubitril/valsartan had a similar safety profile and demonstrated consistent effects on the risk of both the primary outcome (P<sub>Interaction</sub> = 0.31) and the renal composite outcome (P<sub>Interaction</sub> = 0.50) across the spectrum of KDIGO risk.,1762,2020
med:pmid:38588927:sec:conclusion:sent:12,med:pmid:38588927,conclusion,12,One in 4 patients with HFrEF were classified as at least high KDIGO kidney risk; these individuals faced concordantly the highest risks of CV events.,2021,2191
med:pmid:38588927:sec:conclusion:sent:13,med:pmid:38588927,conclusion,13,Sacubitril/valsartan exhibited consistent CV and kidney protective benefits as well as safety across the spectrum of baseline kidney risk.,2192,2330
med:pmid:38588927:sec:conclusion:sent:14,med:pmid:38588927,conclusion,14,These data further support initiation of sacubitril/valsartan in HFrEF across a broad range of kidney risk. (,2331,2440
med:pmid:38588927:sec:conclusion:sent:15,med:pmid:38588927,conclusion,15,This Study Will Evaluate the Efficacy and Safety of LCZ696 Compared to Enalapril on Morbidity and Mortality of Patients With Chronic Heart Failure [PARADIGM-HF]; NCT01035255).,2440,2615
med:pmid:36609948:sec:title:sent:0,med:pmid:36609948,title,0,Sacubitril/valsartan improves all-cause mortality in heart failure patients with reduced ejection fraction and chronic kidney disease.,0,134
med:pmid:36609948:sec:introduction:sent:1,med:pmid:36609948,introduction,1,Impaired renal function is frequently observed in patients with heart failure and reduced ejection fraction (HFrEF).,0,136
med:pmid:36609948:sec:introduction:sent:2,med:pmid:36609948,introduction,2,The differential effect of sacubitril/valsartan and angiotensin-converting enzyme inhibitors/angiotensin-receptor blockers (ACEIs/ARBs) on the clinical and renal outcomes in patients with HFrEF and chronic kidney disease (CKD) remains unknown.,137,380
med:pmid:36609948:sec:introduction:sent:3,med:pmid:36609948,introduction,3,This study aimed to explore the differential effect of sacubitril/valsartan and ACEI/ARB on the clinical and renal outcomes as well as renal function over a 12-month follow-up period in HFrEF patients with and without CKD.,381,617
med:pmid:36609948:sec:methods:sent:4,med:pmid:36609948,methods,4,Patients with HfrEF (LVEF ≤35%) and NYHA class ≥II were enrolled from the Chang Gung Research Database between 2017 and 2020.,618,760
med:pmid:36609948:sec:methods:sent:5,med:pmid:36609948,methods,5,Baseline characteristics were compared between patients prescribed sacubitril/valsartan and ACEI/ARB.,761,862
med:pmid:36609948:sec:methods:sent:6,med:pmid:36609948,methods,6,"After propensity score matching, the following clinical and renal outcomes were compared between the two groups in patients with and without CKD over a 12-month follow-up period: acute kidney injury (AKI), emergent dialysis/renal death, HF hospitalization, cardiovascular mortality, and all-cause mortality.",863,1170
med:pmid:36609948:sec:results:sent:7,med:pmid:36609948,results,7,"This study enrolled 3735 HFrEF patients with a mean left ventricular EF of 27.56 ± 5.86%, who had been prescribed sacubitril/valsartan (N = 1708) or ACEI/ARB (N = 2027).",1171,1357
med:pmid:36609948:sec:results:sent:8,med:pmid:36609948,results,8,"After propensity score matching, the clinical and renal outcomes did not differ between the sacubitril/valsartan and ACEI/ARB groups in patients without CKD.",1358,1515
med:pmid:36609948:sec:results:sent:9,med:pmid:36609948,results,9,"In patients with CKD, the ACEI/ARB group had a significantly higher incidence of all-cause mortality than the sacubitril/valsartan group (14.89% vs. 10.50%; hazard ratio 1.46; 95% confidence interval 1.06-2.00; p = 0.02), and the incidence of AKI, HF hospitalization, and CV mortality did not differ between the two groups.",1516,1839
med:pmid:36609948:sec:conclusion:sent:10,med:pmid:36609948,conclusion,10,Sacubitril/valsartan had a lower all-cause mortality compared to ACEI/ARB in symptomatic HFrEF patients with CKD.,1840,1974
med:pmid:36609948:sec:conclusion:sent:11,med:pmid:36609948,conclusion,11,Further prospective randomized studies are warranted to confirm our findings.,1975,2052
med:pmid:38792317:sec:title:sent:0,med:pmid:38792317,title,0,Validation of a New Scoring Method to Assess the Efficacy of Rapid Initiation and Titration of Combination Pharmacotherapy for Patients Hospitalized with Acute Decompensated Heart Failure with Reduced and Mildly Reduced Ejection Fraction.,0,238
med:pmid:38792317:sec:abstract:sent:1,med:pmid:38792317,abstract,1,"<b>Background</b>: Despite the encouragement of early initiation and titration of guideline-directed medical therapy (GDMT) for the treatment of heart failure (HF), most patients do not receive an adequate type and dose of pharmacotherapy in the real world.",0,257
med:pmid:38792317:sec:abstract:sent:2,med:pmid:38792317,abstract,2,<b>Objectives</b>: This study aimed to determine the efficacy of titrating composite GDMT in patients with HF with reduced and mildly reduced ejection fraction and to identify patient conditions that may benefit from titration of GDMT.,258,493
med:pmid:38792317:sec:abstract:sent:3,med:pmid:38792317,abstract,3,"<b>Methods</b>: This was a two-center, retrospective study of consecutive patients hospitalized with acute decompensated heart failure (ADHF).",494,636
med:pmid:38792317:sec:abstract:sent:4,med:pmid:38792317,abstract,4,"Patients were classified into two groups according to a scoring scale determined by combination and doses of four types of HF agents (ACEis/ARBs/ARNis, BBs, MRAs, and SGLT2is) at discharge.",637,826
med:pmid:38792317:sec:abstract:sent:5,med:pmid:38792317,abstract,5,"A score of 5 or greater was defined as titrated GDMT, and a score of 4 or less was regarded as sub-optimal medical therapy (MT).",827,955
med:pmid:38792317:sec:abstract:sent:6,med:pmid:38792317,abstract,6,<b>Results</b>: A total of 979 ADHF patients were screened.,956,1015
med:pmid:38792317:sec:abstract:sent:7,med:pmid:38792317,abstract,7,"After 553 patients were excluded based on exclusion criteria, 426 patients (90 patients in the titrated GDMT group and 336 patients in the sub-optimal MT group) were enrolled for the analysis.",1016,1208
med:pmid:38792317:sec:abstract:sent:8,med:pmid:38792317,abstract,8,The median follow-up period was 612 (453-798) days.,1209,1260
med:pmid:38792317:sec:abstract:sent:9,med:pmid:38792317,abstract,9,"Following statistical adjustment using the propensity score weighting method, the 2-year composite endpoint (composite of cardiac death and HF rehospitalization) rate was significantly lower in the titrated GDMT group, at 19%, compared with the sub-optimal MT group: 31% (score 3-4 points) and 43% (score 0-2 points).",1261,1578
med:pmid:38792317:sec:abstract:sent:10,med:pmid:38792317,abstract,10,"Subgroup analysis indicated a marked benefit of titrated GDMT in particular patient subgroups: age < 80 years, BMI 19.0-24.9, eGFR > 20 mL/min/1.73 m<sup>2</sup>, and serum potassium level ≤ 5.5 mmol/L. <b>Conclusions</b>: Prompt initiation and dose adjustment of multiple HF medications, with careful monitoring of the patient's physiologic and laboratory values, is a prerequisite for improving the prognosis of patients with heart failure.",1579,2021
med:pmid:38573461:sec:title:sent:0,med:pmid:38573461,title,0,"Treatment Patterns, Outcomes, and Persistence to Newly Started Heart Failure Medications in Patients with Worsening Heart Failure: A Cohort Study from the United States and Germany.",0,181
med:pmid:38573461:sec:introduction:sent:1,med:pmid:38573461,introduction,1,Data are limited regarding guideline-directed medical therapy (GDMT) treatment patterns in patients with worsening heart failure (HF).,0,154
med:pmid:38573461:sec:methods:sent:2,med:pmid:38573461,methods,2,We used administrative claims databases in Germany and the USA to conduct a retrospective cohort study of patients with worsening HF.,155,305
med:pmid:38573461:sec:methods:sent:3,med:pmid:38573461,methods,3,"Two cohorts of patients with prevalent HF and a HF hospitalization (HFH) from 2016 to 2019, alive at discharge (N = 75,140 USA; N = 47,003 Germany) were identified.",306,470
med:pmid:38573461:sec:methods:sent:4,med:pmid:38573461,methods,4,Index date was the first HFH during the study period.,471,524
med:pmid:38573461:sec:methods:sent:5,med:pmid:38573461,methods,5,One-year HF rehospitalization and mortality rates were calculated and a composite endpoint of both outcomes assessed using Kaplan-Meier estimation.,525,672
med:pmid:38573461:sec:methods:sent:6,med:pmid:38573461,methods,6,We evaluated HF medication patterns in the 6 months before and after the index date.,673,757
med:pmid:38573461:sec:methods:sent:7,med:pmid:38573461,methods,7,New users of a HF medication (at discharge/after index HFH) were followed for 1 year to evaluate persistence (no treatment gaps > 2 months) RESULTS: One-year HF rehospitalization rates were 36.2% (USA) and 47.7% (Germany).,758,980
med:pmid:38573461:sec:methods:sent:8,med:pmid:38573461,methods,8,"One year mortality rates were 30.0% (USA) and 23.0% (Germany), and the composite endpoint (mortality/HF rehospitalization) was reached in 55.1 % (USA) and 56.6% (Germany).",981,1152
med:pmid:38573461:sec:methods:sent:9,med:pmid:38573461,methods,9,Kaplan-Meier plots showed the risk for the composite endpoint was high in the early post discharge period.,1153,1259
med:pmid:38573461:sec:methods:sent:10,med:pmid:38573461,methods,10,"Comparison of patterns pre- and postindex HFH showed some increase in use of mineralocorticoid receptor antagonists (MRAs), angiotensin receptor-neprilysin inhibitor (ARNI), and triple therapy; use of angiotensin-converting enzyme (ACE) inhibitor/ angiotensin receptor blocker (ARB) plus beta-blockers remained constant/slightly declined; < 20% patients received triple therapy (ACE inhibitor/ARB plus beta-blocker plus MRA).",1260,1685
med:pmid:38573461:sec:methods:sent:11,med:pmid:38573461,methods,11,A third of patients were new users; 1 year persistence rates were often low.,1686,1762
med:pmid:38573461:sec:conclusion:sent:12,med:pmid:38573461,conclusion,12,"Morbidity, mortality, and rehospitalization risk is high among patients with worsening HF; uptake and continuation of GDMT is suboptimal.",1763,1921
med:pmid:39076544:sec:title:sent:0,med:pmid:39076544,title,0,An Updated Review of the Management of Chronic Heart Failure in Patients with Chronic Kidney Disease.,0,101
med:pmid:39076544:sec:abstract:sent:1,med:pmid:39076544,abstract,1,Chronic kidney disease (CKD) is common in patients with heart failure (HF) and is associated with high morbidity and mortality.,0,127
med:pmid:39076544:sec:abstract:sent:2,med:pmid:39076544,abstract,2,"There has been remarkable progress in the treatment of HF over recent years with the establishment of guideline-directed medical therapies including: (1) Beta-blockers, (2) renal angiotensin aldosterone system (RAAS) inhibition (i.e., angiotensin-converting enzyme inhibitor [ACEi], aldosterone receptor blocker [ARB] or angiotensin receptor-neprilysin inhibitor [ARNI]); (3) mineralocorticoid receptor antagonists (MRA), and (4) sodium-glucose cotransporter-2 inhibitors (SGLT2i).",128,609
med:pmid:39076544:sec:abstract:sent:3,med:pmid:39076544,abstract,3,"However, there are challenges to the implementation of these medications in patients with concomitant CKD due to increased vulnerability to common side-effects (including worsening renal function, hyperkalaemia, hypotension), and most of the pivotal trials which provide evidence of the efficacy of these medications excluded patients with severe CKD.",610,961
med:pmid:39076544:sec:abstract:sent:4,med:pmid:39076544,abstract,4,Patients with CKD and HF often have regular healthcare encounters with multiple professionals and can receive conflicting guidance regarding their medication.,962,1120
med:pmid:39076544:sec:abstract:sent:5,med:pmid:39076544,abstract,5,"Thus, despite being at higher risk of adverse cardiovascular events, patients who have both HF and CKD are more likely to be under-optimised on evidence-based therapies.",1121,1290
med:pmid:39076544:sec:abstract:sent:6,med:pmid:39076544,abstract,6,"This review is an updated summary of the evidence available for the management of HF (including reduced, mildly reduced and preserved left ventricular ejection fraction) in patients with various stages of CKD.",1291,1500
med:pmid:39076544:sec:abstract:sent:7,med:pmid:39076544,abstract,7,"The review covers the evidence for recommended medications, devices such as implantable cardioverter-defibrillator (ICD), cardiac resynchronization therapy (CRT), intravenous (IV) iron, and discusses how frailty affects the management of these patients.",1501,1754
med:pmid:39076544:sec:abstract:sent:8,med:pmid:39076544,abstract,8,It also considers emerging evidence for the prevention of HF in the cohort of patients with CKD.,1755,1851
med:pmid:39076544:sec:abstract:sent:9,med:pmid:39076544,abstract,9,"It synthesises the available evidence regarding when to temporarily stop, continue or rechallenge medications in this cohort.",1852,1977
med:pmid:39076544:sec:abstract:sent:10,med:pmid:39076544,abstract,10,"Chronic HF in context of CKD remains a challenging scenario for clinicians to manage, which is usually complicated by frailty, multimorbidity and polypharmacy.",1978,2137
med:pmid:39076544:sec:abstract:sent:11,med:pmid:39076544,abstract,11,Treatment should be tailored to a patients individual needs and management in specialised cardio-renal clinics with a multi-disciplinary team approach has been recommended.,2138,2310
med:pmid:39076544:sec:abstract:sent:12,med:pmid:39076544,abstract,12,This review offers a concise summary on this expansive topic.,2311,2372
med:pmid:38663899:sec:title:sent:0,med:pmid:38663899,title,0,Bilateral renal artery revascularisation in heart failure.,0,58
med:pmid:38663899:sec:abstract:sent:1,med:pmid:38663899,abstract,1,"Renal artery stenosis can complicate the management of heart failure with reduced ejection fraction, as it is a conventional contraindication to the use of ACE inhibitors.",0,171
med:pmid:38663899:sec:abstract:sent:2,med:pmid:38663899,abstract,2,We report a case in which bilateral renal artery revascularisation allowed the safe reintroduction of enalapril (and subsequently sacubitril valsartan) in a patient with severe left ventricular systolic dysfunction.,172,387
med:pmid:38663899:sec:abstract:sent:3,med:pmid:38663899,abstract,3,There is a role for renal artery angioplasty in selected patients to allow optimal medical therapy for patients with heart failure due to impaired systolic function.,388,553
med:pmid:38644253:sec:discussion:sent:0,med:pmid:38644253,discussion,0,of long-term prognosis and risk factors in patients with dilated cardiomyopathy].,0,91
med:pmid:38644253:sec:abstract:sent:1,med:pmid:38644253,abstract,1,<b>Objective:</b> To investigate the risk factors and long-term prognosis of major adverse cardiovascular events(MACEs) in patients with dilated cardiomyopathy (DCM).,0,166
med:pmid:38644253:sec:abstract:sent:2,med:pmid:38644253,abstract,2,<b>Methods:</b> This study was a single-center retrospective cohort study.,167,241
med:pmid:38644253:sec:abstract:sent:3,med:pmid:38644253,abstract,3,Clinical information from 300 patients with DCM hospitalized in Peking Union Medical College Hospital from April 2013 to April 2023 was collected.,242,388
med:pmid:38644253:sec:abstract:sent:4,med:pmid:38644253,abstract,4,"Based on echocardiography results, the patients were divided into two groups: isolated DCM and DCM with left ventricular non-compaction cardiomyopathy (LVNC).",389,547
med:pmid:38644253:sec:abstract:sent:5,med:pmid:38644253,abstract,5,"The MACEs, including major heart failure events, severe ventricular arrhythmias, and cardiovascular death, were recorded by outpatient or telephone follow-up.",548,706
med:pmid:38644253:sec:abstract:sent:6,med:pmid:38644253,abstract,6,Univariate and multivariate Cox proportional hazard regression models were used to analyze the risk factors affecting the prognosis of patients with DCM.,707,860
med:pmid:38644253:sec:abstract:sent:7,med:pmid:38644253,abstract,7,Kaplan-Meier curve and log-rank were used for survival analysis to compare the difference in the incidence of cardiovascular events between the two groups.,861,1016
med:pmid:38644253:sec:abstract:sent:8,med:pmid:38644253,abstract,8,"<b>Results:</b> The included 300 DCM patients were (47.8±16.8) years old, with 197 males (65.7%), of which 237 (79.0%) were isolated DCM and 63 (21.0%) were DCM with LVNC.",1017,1188
med:pmid:38644253:sec:abstract:sent:9,med:pmid:38644253,abstract,9,"The follow-up time was 4.0 (1.9, 6.2) years.",1189,1233
med:pmid:38644253:sec:abstract:sent:10,med:pmid:38644253,abstract,10,"A total of 142 (47.3%) MACEs occurred, including 117 (39.0%) major heart failure events, 20 (6.7%) severe ventricular arrhythmia events, and 53 (17.7%) cardiovascular death events.",1234,1414
med:pmid:38644253:sec:abstract:sent:11,med:pmid:38644253,abstract,11,"Multivariate Cox proportional hazard regression analysis showed that increased left ventricular end-diastolic diameter (<i>HR</i>=1.21, 95%<i>CI</i>: 1.01-1.44, <i>P</i>=0.042), moderate or severe mitral regurgitation (<i>HR</i>=1.71, 95%<i>CI</i>: 1.19-2.47, <i>P</i>=0.004), increased ln (N-terminal pro-B-type natriuretic peptide) (<i>HR</i>=1.30, 95%<i>CI</i>: 1.10-1.54, <i>P</i>=0.002) were independent risk factors for dverse cardiovascular events in DCM patients, and angiotensin-converting enzyme inhibitor (ACEI)/angiotensin receptor blocker (ARB)/angiotensin receptor neprilysin inhibitor (ARNI) treatment (<i>HR</i>=0.45, 95%<i>CI</i>: 0.26-0.78, <i>P</i>=0.004) was independent protective factor.",1415,2124
med:pmid:38644253:sec:abstract:sent:12,med:pmid:38644253,abstract,12,Kaplan-Meier survival analysis found no significant difference in the risk of MACEs between isolated DCM and DCM with LVNC (<i>P</i>=0.22).,2125,2264
med:pmid:38644253:sec:abstract:sent:13,med:pmid:38644253,abstract,13,"Similarly, there were no significant differences in the incidence of major heart failure, severe ventricular arrhythmia, and cardiovascular death between the two groups (all <i>P</i>>0.05).",2265,2454
med:pmid:38644253:sec:abstract:sent:14,med:pmid:38644253,abstract,14,"<b>Conclusion:</b> An increase in left ventricular end-diastolic diameter, moderate or severe mitral regurgitation, elevated N-terminal pro-B-type natriuretic peptide, and non use of ACEI/ARB/ARNI are independent predictors of cardiovascular events in DCM patients.",2455,2720
med:pmid:38644253:sec:abstract:sent:15,med:pmid:38644253,abstract,15,"There was no significant risk of MACEs in patients with isolated DCM and DCM with LVNC, and suggested that LVNC may be a unique phenotype and should be accurately managed in combination with genetic background.",2721,2931
med:pmid:38279516:sec:title:sent:0,med:pmid:38279516,title,0,Estimating the clinical and budgetary impact of using angiotensin receptor neprilysin inhibitor as first line therapy in patients with HFrEF.,0,141
med:pmid:38279516:sec:introduction:sent:1,med:pmid:38279516,introduction,1,Recent updates of international treatment guidelines for heart failure with reduced ejection fraction (HFrEF) differ regarding the use of angiotensin receptor neprilysin inhibitor (ARNI) as first-line treatment.,0,225
med:pmid:38279516:sec:introduction:sent:2,med:pmid:38279516,introduction,2,The American Heart Association/American College of Cardiology/Heart Failure Society of America (AHA/ACC/HFSA) 2022 guidelines gives ARNI a Class IA recommendation for HFrEF patients while the European Society of Cardiology's guidelines are less clear when ARNI could be considered as first line treatment option in de novo patients.,226,558
med:pmid:38279516:sec:introduction:sent:3,med:pmid:38279516,introduction,3,"This study aimed to model the clinical and budgetary outcomes of implementing these guidelines, comparing conservative ARNI prescription patterns with less conservative in Sweden and in the United Kingdom.",559,764
med:pmid:38279516:sec:results:sent:4,med:pmid:38279516,results,4,A health economic model was developed to compare different treatment patterns for HFrEF.,765,882
med:pmid:38279516:sec:results:sent:5,med:pmid:38279516,results,5,Incident cohorts were included on an annual basis and followed over 10 years.,883,960
med:pmid:38279516:sec:results:sent:6,med:pmid:38279516,results,6,"The model included treatment specific all-cause mortality and hospitalization rates, as well as drug acquisition, monitoring, and hospitalization costs.",961,1113
med:pmid:38279516:sec:results:sent:7,med:pmid:38279516,results,7,Increasing the use of ARNI could lead to about 7000-12 300 life years gained and 2600-4600 hospitalizations prevented in Sweden.,1114,1242
med:pmid:38279516:sec:results:sent:8,med:pmid:38279516,results,8,These health benefits come with an additional cost of 112-195 million euros.,1243,1319
med:pmid:38279516:sec:results:sent:9,med:pmid:38279516,results,9,"Similar results were estimated for the United Kingdom, albeit on a larger population.",1320,1405
med:pmid:38279516:sec:conclusion:sent:10,med:pmid:38279516,conclusion,10,Increasing the proportion of patients receiving ARNI instead of angiotensin converting enzyme inhibitors as first-line treatment of HFrEF will lead to a considerable number of additional life years gained and prevented hospitalizations but with additional cost in terms of health care expenditure in Sweden and in the United Kingdom.,1406,1760
med:pmid:37917889:sec:title:sent:0,med:pmid:37917889,title,0,Effectiveness and Safety of Sacubitril/Valsartan in Heart Failure with Preserved Ejection Fraction: A Systematic Review and Meta-Analysis.,0,138
med:pmid:37917889:sec:introduction:sent:1,med:pmid:37917889,introduction,1,Heart failure with preserved ejection fraction (HFpEF) is a prevalent and clinically significant condition characterized by limited treatment options.,0,169
med:pmid:37917889:sec:introduction:sent:2,med:pmid:37917889,introduction,2,"In this context, the objective of this meta-analysis is to evaluate the effectiveness of sacubitril/valsartan compared to angiotensin-converting enzyme inhibitors (ACEIs) and angiotensin receptor blockers (ARBs) in managing HFpEF.",170,400
med:pmid:37917889:sec:methods:sent:3,med:pmid:37917889,methods,3,"A systematic search of relevant studies was conducted in PubMed, Embase, Web of Science, and Cochrane Library.",401,528
med:pmid:37917889:sec:methods:sent:4,med:pmid:37917889,methods,4,Randomized controlled trials comparing sacubitril/valsartan to ACEIs or ARBs in HFpEF patients were included.,529,638
med:pmid:37917889:sec:methods:sent:5,med:pmid:37917889,methods,5,"Inclusion criteria: LVEF>45%, NYHA II-IV, Sac/Val vs ACEI/ARB, RCTs, treatment duration >3 months, sample size ≥25 per group.",639,764
med:pmid:37917889:sec:methods:sent:6,med:pmid:37917889,methods,6,"Exclusion criteria: Animal studies, unclear/missing data, poor quality, case studies/expert opinions.",765,866
med:pmid:37917889:sec:methods:sent:7,med:pmid:37917889,methods,7,"Hospitalization for heart failure and cardiovascular mortality were the primary outcomes, while the additional results included mortality from all causes, improvement of NYHA class, modifications in NT-proBNP, and with LVEF.",866,1090
med:pmid:37917889:sec:results:sent:8,med:pmid:37917889,results,8,"Sacubitril/valsartan substantially reduced heart failure hospitalization rates compared to ACEIs and ARBs, according to a total of six studies involving 5,201 participants (Relative Risk, 0.78; 95% CI, 0.65 to 0.85; P = .001).",1091,1334
med:pmid:37917889:sec:results:sent:9,med:pmid:37917889,results,9,"Nonetheless, there were no significant improvements in mortality due to cardiovascular disease (Relative Risk, 0.94; 95% CI, 0.79-1.12; P = .563).",1335,1481
med:pmid:37917889:sec:results:sent:10,med:pmid:37917889,results,10,"Sacubitril/valsartan did not affect total mortality from all causes significantly (Relative Risk, 0.95; 95% CI, 0.84-1.09; P = .453), but it did enhance NYHA classification (Relative Risk, 1.25; 95% CI, 1.10-1.43; P = .001).",1482,1706
