doc_id,sentence_id,product_a,product_b,section,sentence_text,narrative_type,narrative_subtype,narrative_confidence,narrative_invariant_ok,narrative_invariant_reason
med:pmid:41126807,med:pmid:41126807:sec:results:sent:11,enalapril,sacubitril_valsartan,results,"Over three months of follow-up, improvement in the quality of care was demonstrated with ACEI/ARNI/ARBs (81.8% to 90.9%), MRA (68.7 to 81.2%), and SGLT2i (58% to 67.7%).",,,,,
med:pmid:41126807,med:pmid:41126807:sec:results:sent:13,enalapril,sacubitril_valsartan,results,"In the 3<sup>rd</sup> month post-discharge, titration to optimal doses was achieved in only 26.4%, 15%, and 6.25% for those on beta-blockers, ACEI/ARNI/ARB, and MRA, respectively.",,,,,
med:pmid:41126807,med:pmid:41126807:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"Overall, adherence to prescription of beta-blockers (94.8%), ACEI/ARNI/ARBs (88.5%), and diuretics (100%) were high.",,,,,
med:pmid:41136931,med:pmid:41136931:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"Target dose attainment varied by drug class: 78% for beta-blockers, 63% for ACEI/ARB/ARNI, 96% for MRAs, and 100% for ivabradine.",,,,,
med:pmid:41296625,med:pmid:41296625:sec:conclusion:sent:11,enalapril,sacubitril_valsartan,conclusion,Beta-blockers were discontinued less often than were ACEi/ARB/ARNI.,,,,,
med:pmid:41296625,med:pmid:41296625:sec:results:sent:5,enalapril,sacubitril_valsartan,results,"At diagnosis, 60% of patients were on beta-blockers, 58% on ACEi/ARB/ARNI, and 35% on MRA.",,,,,
med:pmid:41335448,med:pmid:41335448:sec:results:sent:10,enalapril,sacubitril_valsartan,results,A total of 102 patients (22.1% [7.7% wins]) in the sacubitril/valsartan group and 111 (24.1% [6.9% wins]) in the enalapril group experienced a first hospitalization for HF.,,,,,
med:pmid:41335448,med:pmid:41335448:sec:results:sent:11,enalapril,sacubitril_valsartan,results,"Patients in the sacubitril/valsartan group had a median (IQR) decrease in NT-proBNP of 30.6% (-54.3% to -0.9%) at 12 weeks, leading to 22.5% wins, while those in the enalapril group had a 5.5% (-31.9% to 37.5%) decrease (7.2% wins).",,,,,
med:pmid:41335448,med:pmid:41335448:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"Overall, 462 participants were randomized to receive sacubitril/valsartan and 460 to receive enalapril (mean [SD] age, 64.2 [10.8] years; 387 [42.0%] were female).",,,,,
med:pmid:41335448,med:pmid:41335448:sec:results:sent:9,enalapril,sacubitril_valsartan,results,"Over a median (IQR) follow-up of 25.2 (18.4-33.2) months, cardiovascular death occurred in 110 patients (23.8% [18.3% wins in the hierarchical comparison]) in the sacubitril/valsartan group and 117 patients (25.4% [17.5% wins]) in the enalapril group.",,,,,
med:pmid:41408894,med:pmid:41408894:sec:results:sent:10,enalapril,sacubitril_valsartan,results,"Among HFmrEF, 88% were on beta-blockers, 34% on ACEi/ARB, 49% on ARNI, 63% on MRA, and 59% on SGLT2i.",,,,,
med:pmid:41408894,med:pmid:41408894:sec:results:sent:11,enalapril,sacubitril_valsartan,results,"In the HFpEF group, 76% were on beta-blockers, 49% on ACEi/ARB, 18% on ARNI, 49% on MRA and 40% on SGLT2i.",,,,,
med:pmid:41408894,med:pmid:41408894:sec:results:sent:6,enalapril,sacubitril_valsartan,results,"Among HFrEF, prescription frequencies were: 90% for beta-blockers; 19% for angiotensin-converting enzyme inhibitors (ACEi)/angiotensin II receptor blockers (ARB); 61% for angiotensin receptor-neprilysin inhibitors (ARNI); 72% for mineralocorticoid receptor antagonists (MRA); and 69% for sodium-glucose co-transporter 2 inhibitors (SGLT2i).",,,,,
ppr:doi:10.1101/2023.10.31.23297731,ppr:doi:10.1101/2023.10.31.23297731:sec:conclusion:sent:16,enalapril,sacubitril_valsartan,conclusion,"Physicians’ level of adherence to prescription and up-titration of GDMT was satisfactory for ACEI/ARNI/ARBs and B-blockers, however, it was poor for SGLT2is and MRAs.",,,,,
ppr:doi:10.1101/2023.10.31.23297731,ppr:doi:10.1101/2023.10.31.23297731:sec:results:sent:11,enalapril,sacubitril_valsartan,results,"GAI at discharge were 66.2%, 71.7%, and 42.6% for ACEI/ARNI/ARBs, B-blockers, and MRAs, respectively.",,,,,
ppr:doi:10.1101/2023.10.31.23297731,ppr:doi:10.1101/2023.10.31.23297731:sec:results:sent:14,enalapril,sacubitril_valsartan,results,"The proportions for good QUALIFY scores for ACEI/ARNI/ARBs, B- blockers, and MRAs were 35.8%, 38.5%, and 9.5%, respectively.",,,,,
ppr:doi:10.1101/2023.10.31.23297731,ppr:doi:10.1101/2023.10.31.23297731:sec:results:sent:15,enalapril,sacubitril_valsartan,results,"Uptitration to ≥ 50% of target dose was done in 51.9%, 48.7%, and 7.9% of patients for ACEI/ARNI/ARBs, B- blockers, and MRAs, respectively.",,,,,
ppr:doi:10.1101/2025.01.10.25320367,ppr:doi:10.1101/2025.01.10.25320367:sec:results:sent:8,enalapril,sacubitril_valsartan,results,"The groups were well matched for age: 52.9±11.3 (IVB) vs. 53.5±11.8, gender: 57% male, HFrEF diagnosis: 66.4%, co-morbidities: hypertension 81.3% and coronary artery disease event 38.3%, and goal-directed medical therapy: ß-adrenergic blockers 89.7%, ACEi/ARB/sacubitril/valsartan 79.4%, mineral corticoid antagonists 39.3%.",,,,,
ppr:doi:10.1101/2025.03.12.25323680,ppr:doi:10.1101/2025.03.12.25323680:sec:results:sent:7,enalapril,sacubitril_valsartan,results,"The combinations which resulted in the greatest improvement of quality of life were ARNi + BB + MRA + SGLT2i [MD 7.11 (95% CI -0.99-15.22)], which did not have a statistically significant effect, followed by ARNi + BB + SGLT2i [MD 5.33 (95% CI 0.40-10.25)], ACEi + BB + MRA+ SGLT2i [MD 5.32 (95% CI -2.63-13.26)], ACEi + BB + MRA + ivabradine [MD 5.24 (95% CI -3.07-13.55)].",,,,,
ppr:doi:10.20944/preprints202509.0619.v1,ppr:doi:10.20944/preprints202509.0619.v1:sec:conclusion:sent:13,enalapril,sacubitril_valsartan,conclusion,Regardless of significant improvement of baseline LVEF observed in patients receiving both ACEI/ARB and ARNI in 6 week follow-up the value of absolute and relative LVEF increase were higher in subjects treated with ACEI/ARB.,,,,,
ppr:doi:10.21203/rs.3.rs-7118793/v1,ppr:doi:10.21203/rs.3.rs-7118793/v1:sec:results:sent:10,enalapril,sacubitril_valsartan,results,"Target dose attainment varied by drug class: 46% for beta-blockers, 41% for ACEI/ARB/ARNI, 96% for MRAs, and 100% for ivabradine.",,,,,
