doc_id,recency_weight,study_type,study_type_weight,combined_weight,computed_at
med:pmid:27455575,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:27382260,0.0013308607494231777,other,1.0,0.0013308607494231777,2026-01-07 21:05:56
med:pmid:27336470,0.0013384644352644,review,0.9,0.00120461799173796,2026-01-07 21:05:56
med:pmid:27274196,0.001226503548556549,review,0.9,0.0011038531937008942,2026-01-07 21:05:56
med:pmid:27257917,0.001286137206054792,other,1.0,0.001286137206054792,2026-01-07 21:05:56
med:pmid:27200206,0.0011830381628913356,other,1.0,0.0011830381628913356,2026-01-07 21:05:56
med:pmid:27198155,0.0012547745040690712,review,0.9,0.0011292970536621641,2026-01-07 21:05:56
med:pmid:27194037,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:27192203,0.001247646252559995,other,1.0,0.001247646252559995,2026-01-07 21:05:56
med:pmid:27187688,0.001245279178977918,other,1.0,0.001245279178977918,2026-01-07 21:05:56
med:pmid:27186263,0.0011048622234369541,other,1.0,0.0011048622234369541,2026-01-07 21:05:56
med:pmid:27175094,0.0011965950247250958,review,0.9,0.0010769355222525862,2026-01-07 21:05:56
med:pmid:27148877,0.001217222159843892,observational study,1.2,0.0014606665918126705,2026-01-07 21:05:56
med:pmid:27143859,0.0011830381628913356,other,1.0,0.0011830381628913356,2026-01-07 21:05:56
med:pmid:27123347,0.0011389481675683204,other,1.0,0.0011389481675683204,2026-01-07 21:05:56
med:pmid:27120469,0.001198869557632485,other,1.0,0.001198869557632485,2026-01-07 21:05:56
med:pmid:27112942,0.0011965950247250958,observational study,1.2,0.001435914029670115,2026-01-07 21:05:56
med:pmid:27103882,0.001149814176104716,review,0.9,0.0010348327584942445,2026-01-07 21:05:56
med:pmid:27096690,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:56
med:pmid:27088094,0.0011154030388078919,other,1.0,0.0011154030388078919,2026-01-07 21:05:56
med:pmid:27065543,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:27025881,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:56
med:pmid:27019898,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:27014771,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:27015050,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:27015053,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:27009288,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:26973261,0.0010965013379085615,other,1.0,0.0010965013379085615,2026-01-07 21:05:56
med:pmid:26975167,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:56
med:pmid:26967048,0.0011324779141738666,review,0.9,0.00101923012275648,2026-01-07 21:05:56
med:pmid:26962516,0.0010124418714523508,other,1.0,0.0010124418714523508,2026-01-07 21:05:56
med:pmid:26935365,0.0010758748830915934,other,1.0,0.0010758748830915934,2026-01-07 21:05:56
med:pmid:26933949,0.0010779199466053645,other,1.0,0.0010779199466053645,2026-01-07 21:05:56
med:pmid:26929629,0.00103972013360803,other,1.0,0.00103972013360803,2026-01-07 21:05:56
med:pmid:26923013,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:26915843,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:26918012,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:26916397,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:26893598,0.0009990723044153147,other,1.0,0.0009990723044153147,2026-01-07 21:05:56
med:pmid:26881856,0.0010456604284601967,other,1.0,0.0010456604284601967,2026-01-07 21:05:56
med:pmid:26875969,0.0010456604284601967,case report,0.7,0.0007319622999221376,2026-01-07 21:05:56
med:pmid:26866372,0.0010377475439769799,other,1.0,0.0010377475439769799,2026-01-07 21:05:56
med:pmid:26862777,0.001035778696804816,other,1.0,0.001035778696804816,2026-01-07 21:05:56
med:pmid:26859223,0.0010338135849912275,observational study,1.2,0.0012405763019894729,2026-01-07 21:05:56
med:pmid:26837482,0.0010201617987326134,other,1.0,0.0010201617987326134,2026-01-07 21:05:56
med:pmid:26807718,0.0010047803636083841,randomized controlled trial,1.6,0.0016076485817734147,2026-01-07 21:05:56
med:pmid:26801405,0.0009990723044153147,other,1.0,0.0009990723044153147,2026-01-07 21:05:56
med:pmid:26796254,0.0009971768331200545,observational study,1.2,0.0011966121997440654,2026-01-07 21:05:56
med:pmid:26799973,0.0010009713786938294,other,1.0,0.0010009713786938294,2026-01-07 21:05:56
med:pmid:26766419,0.0009840088450171383,other,1.0,0.0009840088450171383,2026-01-07 21:05:56
med:pmid:26766168,0.0009858792861044794,review,0.9,0.0008872913574940315,2026-01-07 21:05:56
med:pmid:26754626,0.0009600136009542968,randomized controlled trial,1.6,0.0015360217615268748,2026-01-07 21:05:56
med:pmid:26754625,0.0009600136009542968,randomized controlled trial,1.6,0.0015360217615268748,2026-01-07 21:05:56
med:pmid:26754737,0.0009784187867941747,other,1.0,0.0009784187867941747,2026-01-07 21:05:56
med:pmid:26738949,0.0009600136009542968,observational study,1.2,0.001152016321145156,2026-01-07 21:05:56
med:pmid:26722031,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:56
med:pmid:26712437,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:56
med:pmid:26642078,0.0009728604851464636,review,0.9,0.0008755744366318172,2026-01-07 21:05:57
med:pmid:26637405,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:57
med:pmid:26632399,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:57
med:pmid:26630216,0.0009600136009542968,randomized controlled trial,1.6,0.0015360217615268748,2026-01-07 21:05:57
med:pmid:26517700,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:57
med:pmid:26466333,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:57
med:pmid:26418125,0.0009600136009542968,observational study,1.2,0.001152016321145156,2026-01-07 21:05:57
med:pmid:25824565,0.0009600136009542968,review,0.9,0.0008640122408588671,2026-01-07 21:05:57
med:pmid:26793104,0.0009802786020882274,other,1.0,0.0009802786020882274,2026-01-07 21:05:57
eth:hash:5faa0b99f1b2,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:57
eth:hash:b4377781d48f,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:57
eth:hash:ba14abf7b108,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:57
eth:doi:10.25560/31405,0.0009600136009542968,other,1.0,0.0009600136009542968,2026-01-07 21:05:57
med:pmid:29144684,0.001136787319400601,review,0.9,0.001023108587460541,2026-01-07 21:05:57
med:pmid:40954329,0.8053407458618299,case report,0.7,0.5637385221032809,2026-01-07 21:06:12
med:pmid:41459384,0.9392551595698544,other,1.0,0.9392551595698544,2026-01-07 21:06:12
med:pmid:41425656,0.9356945717406183,other,1.0,0.9356945717406183,2026-01-07 21:06:12
med:pmid:41138763,0.865605050499667,other,1.0,0.865605050499667,2026-01-07 21:06:12
med:pmid:40914997,0.7797566683266912,review,0.9,0.7017810014940221,2026-01-07 21:06:12
med:pmid:40448468,0.6572529183893066,other,1.0,0.6572529183893066,2026-01-07 21:06:12
med:pmid:41476813,0.9830539273771995,other,1.0,0.9830539273771995,2026-01-07 21:06:12
med:pmid:41445545,0.9198382235751416,other,1.0,0.9198382235751416,2026-01-07 21:06:12
med:pmid:41267358,0.9128774804808323,other,1.0,0.9128774804808323,2026-01-07 21:06:12
med:pmid:41216848,0.8906167883594841,other,1.0,0.8906167883594841,2026-01-07 21:06:12
med:pmid:41161546,0.8722053386067754,review,0.9,0.7849848047460979,2026-01-07 21:06:12
med:pmid:41067687,0.8412957326244546,other,1.0,0.8412957326244546,2026-01-07 21:06:12
med:pmid:40999916,0.8223407457700268,other,1.0,0.8223407457700268,2026-01-07 21:06:12
med:pmid:40986251,0.8176691082423277,other,1.0,0.8176691082423277,2026-01-07 21:06:12
med:pmid:40914445,0.7886921817767578,other,1.0,0.7886921817767578,2026-01-07 21:06:12
med:pmid:40907856,0.7857023576008287,other,1.0,0.7857023576008287,2026-01-07 21:06:12
med:pmid:40879458,0.7797566683266912,other,1.0,0.7797566683266912,2026-01-07 21:06:12
med:pmid:40744265,0.7365748839712198,other,1.0,0.7365748839712198,2026-01-07 21:06:12
med:pmid:40714034,0.7282298351235453,other,1.0,0.7282298351235453,2026-01-07 21:06:12
med:pmid:40689605,0.7240928324953128,review,0.9,0.6516835492457815,2026-01-07 21:06:12
med:pmid:40101251,0.5710863558696406,observational study,1.2,0.6853036270435687,2026-01-07 21:06:13
med:pmid:41467968,0.9849225533211118,other,1.0,0.9849225533211118,2026-01-07 21:06:13
med:pmid:41465213,0.9392551595698544,review,0.9,0.845329643612869,2026-01-07 21:06:13
med:pmid:41456844,0.9811888466490065,other,1.0,0.9811888466490065,2026-01-07 21:06:13
med:pmid:41455898,0.9793273044104384,other,1.0,0.9793273044104384,2026-01-07 21:06:13
med:pmid:41455057,0.9793273044104384,review,0.9,0.8813945739693946,2026-01-07 21:06:13
med:pmid:41453729,0.9737638415628078,other,1.0,0.9737638415628078,2026-01-07 21:06:13
med:pmid:41447282,0.93214748161279,other,1.0,0.93214748161279,2026-01-07 21:06:13
med:pmid:41440861,0.9446214619130648,case report,0.7,0.6612350233391453,2026-01-07 21:06:13
med:pmid:41440863,0.9482160191351572,review,0.9,0.8533944172216414,2026-01-07 21:06:13
med:pmid:41429306,0.9663950241317363,case report,0.7,0.6764765168922153,2026-01-07 21:06:13
med:pmid:41409992,0.9572623687862274,other,1.0,0.9572623687862274,2026-01-07 21:06:13
med:pmid:41408894,0.9609050283063585,other,1.0,0.9609050283063585,2026-01-07 21:06:13
med:pmid:41407587,0.9590819691638153,review,0.9,0.8631737722474337,2026-01-07 21:06:13
med:pmid:41398896,0.93214748161279,case report,0.7,0.652503237128953,2026-01-07 21:06:13
med:pmid:41395814,0.9572623687862274,other,1.0,0.9572623687862274,2026-01-07 21:06:13
med:pmid:41391906,0.93214748161279,review,0.9,0.8389327334515111,2026-01-07 21:06:13
med:pmid:41390047,0.950018423870487,other,1.0,0.950018423870487,2026-01-07 21:06:13
med:pmid:41387369,0.9518242546846472,other,1.0,0.9518242546846472,2026-01-07 21:06:13
med:pmid:41386331,0.950018423870487,other,1.0,0.950018423870487,2026-01-07 21:06:13
med:pmid:41382190,0.9518242546846472,other,1.0,0.9518242546846472,2026-01-07 21:06:13
med:pmid:41379379,0.950018423870487,review,0.9,0.8550165814834383,2026-01-07 21:06:13
med:pmid:41377623,0.863962797462521,other,1.0,0.863962797462521,2026-01-07 21:06:13
med:pmid:41370000,0.9482160191351572,other,1.0,0.9482160191351572,2026-01-07 21:06:13
med:pmid:41369834,0.9482160191351572,review,0.9,0.8533944172216414,2026-01-07 21:06:13
med:pmid:41369297,0.93214748161279,other,1.0,0.93214748161279,2026-01-07 21:06:13
med:pmid:41367018,0.93214748161279,case report,0.7,0.652503237128953,2026-01-07 21:06:13
med:pmid:41363682,0.9446214619130648,other,1.0,0.9446214619130648,2026-01-07 21:06:13
med:pmid:41357921,0.9645615491970106,other,1.0,0.9645615491970106,2026-01-07 21:06:13
med:pmid:41354061,0.9428292964631468,other,1.0,0.9428292964631468,2026-01-07 21:06:13
med:pmid:41346325,0.9392551595698544,other,1.0,0.9392551595698544,2026-01-07 21:06:13
med:pmid:41326864,0.9339193426665793,review,0.9,0.8405274083999213,2026-01-07 21:06:13
med:pmid:41286586,0.93214748161279,review,0.9,0.8389327334515111,2026-01-07 21:06:13
med:pmid:41276172,0.9146127123904295,other,1.0,0.9146127123904295,2026-01-07 21:06:13
med:pmid:41243130,0.9059694118059841,observational study,1.2,1.087163294167181,2026-01-07 21:06:13
med:pmid:41230611,0.9008226879875295,randomized controlled trial,1.6,1.4413163007800474,2026-01-07 21:06:13
med:pmid:41206800,0.894005842216286,other,1.0,0.894005842216286,2026-01-07 21:06:13
med:pmid:41176202,0.878855954288881,review,0.9,0.7909703588599929,2026-01-07 21:06:13
med:pmid:41161381,0.8722053386067754,other,1.0,0.8722053386067754,2026-01-07 21:06:13
med:pmid:41161035,0.8738632593766845,other,1.0,0.8738632593766845,2026-01-07 21:06:13
med:pmid:41148429,0.8738632593766845,review,0.9,0.786476933439016,2026-01-07 21:06:13
med:pmid:41147163,0.8738632593766845,other,1.0,0.8738632593766845,2026-01-07 21:06:13
med:pmid:41101188,0.8444971056331688,other,1.0,0.8444971056331688,2026-01-07 21:06:13
med:pmid:41091441,0.8525539365057819,randomized controlled trial,1.6,1.3640862984092512,2026-01-07 21:06:13
med:pmid:41082853,0.8396995999872398,other,1.0,0.8396995999872398,2026-01-07 21:06:13
med:pmid:41060409,0.8412957326244546,review,0.9,0.7571661593620092,2026-01-07 21:06:13
med:pmid:40925796,0.7857023576008287,other,1.0,0.7857023576008287,2026-01-07 21:06:13
med:pmid:40922558,0.7947060048529351,review,0.9,0.7152354043676415,2026-01-07 21:06:13
med:pmid:40910162,0.7901913575916196,review,0.9,0.7111722218324577,2026-01-07 21:06:13
med:pmid:40905143,0.7886921817767578,other,1.0,0.7886921817767578,2026-01-07 21:06:13
med:pmid:40892608,0.7812388591809217,review,0.9,0.7031149732628296,2026-01-07 21:06:14
med:pmid:40885032,0.767999928737488,other,1.0,0.767999928737488,2026-01-07 21:06:14
med:pmid:40848924,0.767999928737488,other,1.0,0.767999928737488,2026-01-07 21:06:14
med:pmid:40841853,0.767999928737488,observational study,1.2,0.9215999144849856,2026-01-07 21:06:14
med:pmid:40795350,0.93214748161279,other,1.0,0.93214748161279,2026-01-07 21:06:14
med:pmid:40780448,0.7464317153992651,randomized controlled trial,1.6,1.1942907446388242,2026-01-07 21:06:14
med:pmid:40720993,0.7310009597684217,other,1.0,0.7310009597684217,2026-01-07 21:06:14
med:pmid:40698912,0.7268482146515048,other,1.0,0.7268482146515048,2026-01-07 21:06:14
med:pmid:40691117,0.7186133644168492,review,0.9,0.6467520279751643,2026-01-07 21:06:14
med:pmid:40685500,0.722719060874347,other,1.0,0.722719060874347,2026-01-07 21:06:14
med:pmid:40473009,0.6610080405625505,other,1.0,0.6610080405625505,2026-01-07 21:06:14
med:pmid:40380865,0.6448892329510973,other,1.0,0.6448892329510973,2026-01-07 21:06:14
med:pmid:40125863,0.577630640800186,other,1.0,0.577630640800186,2026-01-07 21:06:14
med:pmid:40122071,0.5820351075331078,other,1.0,0.5820351075331078,2026-01-07 21:06:14
med:pmid:40118200,0.5732595042340365,observational study,1.2,0.6879114050808438,2026-01-07 21:06:14
med:pmid:40109088,0.5787286228857443,case report,0.7,0.405110036020021,2026-01-07 21:06:14
med:pmid:40105368,0.5853604833157824,other,1.0,0.5853604833157824,2026-01-07 21:06:14
med:pmid:39806782,0.5057296806895166,other,1.0,0.5057296806895166,2026-01-07 21:06:14
med:pmid:41493293,0.894005842216286,other,1.0,0.894005842216286,2026-01-07 21:06:14
med:pmid:41488268,0.9303789821893371,other,1.0,0.9303789821893371,2026-01-07 21:06:14
med:pmid:41466925,0.9268520427343785,case report,0.7,0.6487964299140649,2026-01-07 21:06:14
med:pmid:41455682,0.9268520427343785,other,1.0,0.9268520427343785,2026-01-07 21:06:14
med:pmid:41443722,0.8805265167996554,review,0.9,0.7924738651196899,2026-01-07 21:06:14
med:pmid:41425784,0.7694597719381459,other,1.0,0.7694597719381459,2026-01-07 21:06:14
med:pmid:41409925,0.9042505782372094,review,0.9,0.8138255204134885,2026-01-07 21:06:14
med:pmid:41378016,0.9233384734244435,other,1.0,0.9233384734244435,2026-01-07 21:06:14
med:pmid:41377094,0.8855572812966265,other,1.0,0.8855572812966265,2026-01-07 21:06:14
med:pmid:41375628,0.9180930776619133,review,0.9,0.8262837698957219,2026-01-07 21:06:14
med:pmid:41356297,0.921586686727474,review,0.9,0.8294280180547267,2026-01-07 21:06:14
med:pmid:41330494,0.9303789821893371,other,1.0,0.9303789821893371,2026-01-07 21:06:14
med:pmid:41314383,0.9233384734244435,other,1.0,0.9233384734244435,2026-01-07 21:06:14
med:pmid:41304916,0.8872405819422647,review,0.9,0.7985165237480383,2026-01-07 21:06:14
med:pmid:41303485,0.9008226879875295,review,0.9,0.8107404191887766,2026-01-07 21:06:14
med:pmid:41303390,0.8957052022048388,other,1.0,0.8957052022048388,2026-01-07 21:06:14
med:pmid:41303015,0.897407792400885,other,1.0,0.897407792400885,2026-01-07 21:06:14
med:pmid:41296625,0.8223407457700268,other,1.0,0.8223407457700268,2026-01-07 21:06:14
med:pmid:41295317,0.894005842216286,other,1.0,0.894005842216286,2026-01-07 21:06:14
med:pmid:41294649,0.9198382235751416,other,1.0,0.9198382235751416,2026-01-07 21:06:14
med:pmid:41293906,0.8805265167996554,other,1.0,0.8805265167996554,2026-01-07 21:06:14
med:pmid:41289784,0.8855572812966265,other,1.0,0.8855572812966265,2026-01-07 21:06:14
med:pmid:41289765,0.8923097063067758,other,1.0,0.8923097063067758,2026-01-07 21:06:14
med:pmid:41287294,0.8805265167996554,other,1.0,0.8805265167996554,2026-01-07 21:06:14
med:pmid:41283463,0.9128774804808323,other,1.0,0.9128774804808323,2026-01-07 21:06:14
med:pmid:41278451,0.8805265167996554,other,1.0,0.8805265167996554,2026-01-07 21:06:14
med:pmid:41275346,0.9128774804808323,review,0.9,0.821589732432749,2026-01-07 21:06:14
med:pmid:41272483,0.9146127123904295,other,1.0,0.9146127123904295,2026-01-07 21:06:14
med:pmid:41272348,0.9163512426942192,other,1.0,0.9163512426942192,2026-01-07 21:06:14
med:pmid:41271670,0.9146127123904295,other,1.0,0.9146127123904295,2026-01-07 21:06:14
med:pmid:41270880,0.9111455407076108,other,1.0,0.9111455407076108,2026-01-07 21:06:14
med:pmid:41267438,0.9128774804808323,other,1.0,0.9128774804808323,2026-01-07 21:06:14
med:pmid:41266857,0.9146127123904295,other,1.0,0.9146127123904295,2026-01-07 21:06:14
med:pmid:41266862,0.9146127123904295,other,1.0,0.9146127123904295,2026-01-07 21:06:14
med:pmid:41250955,0.8805265167996554,other,1.0,0.8805265167996554,2026-01-07 21:06:15
med:pmid:41250608,0.9094168868248206,other,1.0,0.9094168868248206,2026-01-07 21:06:15
med:pmid:41249923,0.9076915125983672,review,0.9,0.8169223613385305,2026-01-07 21:06:15
med:pmid:41248909,0.9163512426942192,other,1.0,0.9163512426942192,2026-01-07 21:06:15
med:pmid:41239577,0.8672504251932615,other,1.0,0.8672504251932615,2026-01-07 21:06:15
med:pmid:41238810,0.9025350056933642,other,1.0,0.9025350056933642,2026-01-07 21:06:15
med:pmid:41236624,0.9025350056933642,other,1.0,0.9025350056933642,2026-01-07 21:06:15
med:pmid:41225229,0.8991136189445248,other,1.0,0.8991136189445248,2026-01-07 21:06:15
med:pmid:41217264,0.897407792400885,other,1.0,0.897407792400885,2026-01-07 21:06:15
med:pmid:41214606,0.8957052022048388,other,1.0,0.8957052022048388,2026-01-07 21:06:15
med:pmid:41214327,0.897407792400885,other,1.0,0.897407792400885,2026-01-07 21:06:15
med:pmid:41199533,0.8805265167996554,other,1.0,0.8805265167996554,2026-01-07 21:06:15
med:pmid:41199264,0.8889270822691924,other,1.0,0.8889270822691924,2026-01-07 21:06:15
med:pmid:41151613,0.8738632593766845,review,0.9,0.786476933439016,2026-01-07 21:06:15
med:pmid:41123042,0.863962797462521,review,0.9,0.777566517716269,2026-01-07 21:06:15
med:pmid:41084891,0.8509364444512367,observational study,1.2,1.021123733341484,2026-01-07 21:06:15
med:pmid:41062399,0.8396995999872398,review,0.9,0.7557296399885158,2026-01-07 21:06:15
med:pmid:41055625,0.8396995999872398,case report,0.7,0.5877897199910678,2026-01-07 21:06:15
med:pmid:41016569,0.8223407457700268,other,1.0,0.8223407457700268,2026-01-07 21:06:15
med:pmid:41014967,0.7871958502452487,observational study,1.2,0.9446350202942985,2026-01-07 21:06:15
med:pmid:40993994,0.8192233644907857,other,1.0,0.8192233644907857,2026-01-07 21:06:15
med:pmid:40975140,0.8099419470238021,other,1.0,0.8099419470238021,2026-01-07 21:06:15
med:pmid:40974486,0.8130240098315366,other,1.0,0.8130240098315366,2026-01-07 21:06:15
med:pmid:40939738,0.7977300905045559,other,1.0,0.7977300905045559,2026-01-07 21:06:15
med:pmid:40892613,0.7768007174599627,other,1.0,0.7768007174599627,2026-01-07 21:06:15
med:pmid:40892548,0.7827238674393727,randomized controlled trial,1.6,1.2523581879029964,2026-01-07 21:06:15
med:pmid:40886074,0.8805265167996554,observational study,1.2,1.0566318201595866,2026-01-07 21:06:15
med:pmid:40884238,0.8805265167996554,randomized controlled trial,1.6,1.4088424268794488,2026-01-07 21:06:15
med:pmid:40878480,0.7797566683266912,other,1.0,0.7797566683266912,2026-01-07 21:06:15
med:pmid:40788620,0.7535529643044551,other,1.0,0.7535529643044551,2026-01-07 21:06:15
med:pmid:40643788,0.7104718111828882,review,0.9,0.6394246300645994,2026-01-07 21:06:15
med:pmid:40637120,0.7091238817905536,randomized controlled trial,1.6,1.1345982108648858,2026-01-07 21:06:15
med:pmid:40617484,0.6997597103329251,other,1.0,0.6997597103329251,2026-01-07 21:06:15
med:pmid:40545216,0.6839936299924942,other,1.0,0.6839936299924942,2026-01-07 21:06:15
med:pmid:40419103,0.6485737169452885,other,1.0,0.6485737169452885,2026-01-07 21:06:15
med:pmid:40412494,0.6461150627027339,randomized controlled trial,1.6,1.0337841003243742,2026-01-07 21:06:15
med:pmid:40410560,0.6473432225577482,other,1.0,0.6473432225577482,2026-01-07 21:06:15
med:pmid:40348409,0.921586686727474,other,1.0,0.921586686727474,2026-01-07 21:06:15
med:pmid:40323509,0.625589269185211,other,1.0,0.625589269185211,2026-01-07 21:06:15
med:pmid:40268180,0.6091762100022605,randomized controlled trial,1.6,0.9746819360036169,2026-01-07 21:06:15
med:pmid:40207744,0.5965828956524809,review,0.9,0.5369246060872328,2026-01-07 21:06:15
med:pmid:41395563,0.7753269467873339,other,1.0,0.7753269467873339,2026-01-07 21:06:15
med:pmid:41356786,0.8301861963513644,other,1.0,0.8301861963513644,2026-01-07 21:06:15
med:pmid:41303761,0.8722053386067754,review,0.9,0.7849848047460979,2026-01-07 21:06:15
med:pmid:41209890,0.8412957326244546,case report,0.7,0.5889070128371181,2026-01-07 21:06:15
med:pmid:41181830,0.7753269467873339,other,1.0,0.7753269467873339,2026-01-07 21:06:15
med:pmid:41180344,0.6724026242651086,other,1.0,0.6724026242651086,2026-01-07 21:06:15
med:pmid:41171251,0.875524331584859,other,1.0,0.875524331584859,2026-01-07 21:06:15
med:pmid:41169320,0.7296140818318346,other,1.0,0.7296140818318346,2026-01-07 21:06:16
med:pmid:41166066,0.862323660159319,other,1.0,0.862323660159319,2026-01-07 21:06:16
med:pmid:41164344,0.863962797462521,other,1.0,0.863962797462521,2026-01-07 21:06:16
med:pmid:41162551,0.875524331584859,other,1.0,0.875524331584859,2026-01-07 21:06:16
med:pmid:41155770,0.8317642455525093,other,1.0,0.8317642455525093,2026-01-07 21:06:16
med:pmid:41155354,0.854174503150167,other,1.0,0.854174503150167,2026-01-07 21:06:16
med:pmid:41153809,0.854174503150167,other,1.0,0.854174503150167,2026-01-07 21:06:16
med:pmid:41149274,0.8461023575498722,other,1.0,0.8461023575498722,2026-01-07 21:06:16
med:pmid:41146052,0.8722053386067754,other,1.0,0.8722053386067754,2026-01-07 21:06:16
med:pmid:41145713,0.8738632593766845,other,1.0,0.8738632593766845,2026-01-07 21:06:16
med:pmid:41136931,0.8672504251932615,other,1.0,0.8672504251932615,2026-01-07 21:06:16
med:pmid:41134733,0.8672504251932615,other,1.0,0.8672504251932615,2026-01-07 21:06:16
med:pmid:41134446,0.8672504251932615,other,1.0,0.8672504251932615,2026-01-07 21:06:16
med:pmid:41133653,0.8317642455525093,other,1.0,0.8317642455525093,2026-01-07 21:06:16
med:pmid:41129252,0.865605050499667,other,1.0,0.865605050499667,2026-01-07 21:06:16
med:pmid:41110999,0.8590547091208902,other,1.0,0.8590547091208902,2026-01-07 21:06:16
med:pmid:41110921,0.8301861963513644,other,1.0,0.8301861963513644,2026-01-07 21:06:16
med:pmid:41104684,0.8557981502286882,other,1.0,0.8557981502286882,2026-01-07 21:06:16
med:pmid:41102262,0.854174503150167,other,1.0,0.854174503150167,2026-01-07 21:06:16
med:pmid:41093570,0.854174503150167,other,1.0,0.854174503150167,2026-01-07 21:06:16
med:pmid:41081699,0.8493220211533232,case report,0.7,0.5945254148073262,2026-01-07 21:06:16
med:pmid:41077652,0.7254692154331355,review,0.9,0.6529222938898219,2026-01-07 21:06:16
med:pmid:41072571,0.8412957326244546,other,1.0,0.8412957326244546,2026-01-07 21:06:16
med:pmid:41068678,0.842894899250724,other,1.0,0.842894899250724,2026-01-07 21:06:16
med:pmid:41067582,0.842894899250724,other,1.0,0.842894899250724,2026-01-07 21:06:16
med:pmid:41065910,0.842894899250724,other,1.0,0.842894899250724,2026-01-07 21:06:16
med:pmid:41065239,0.842894899250724,observational study,1.2,1.0114738791008688,2026-01-07 21:06:16
med:pmid:41053498,0.8381064955829005,other,1.0,0.8381064955829005,2026-01-07 21:06:16
med:pmid:41052644,0.8381064955829005,other,1.0,0.8381064955829005,2026-01-07 21:06:16
med:pmid:41034440,0.8301861963513644,other,1.0,0.8301861963513644,2026-01-07 21:06:16
med:pmid:40970529,0.8114815151930779,other,1.0,0.8114815151930779,2026-01-07 21:06:16
med:pmid:40945961,0.8007656836746456,other,1.0,0.8007656836746456,2026-01-07 21:06:16
agr:hash:33990e5e3da8,0.8301861963513644,other,1.0,0.8301861963513644,2026-01-07 21:06:16
med:pmid:40921928,0.7947060048529351,other,1.0,0.7947060048529351,2026-01-07 21:06:16
med:pmid:40912924,0.7901913575916196,other,1.0,0.7901913575916196,2026-01-07 21:06:16
med:pmid:40884047,0.7797566683266912,randomized controlled trial,1.6,1.247610669322706,2026-01-07 21:06:16
med:pmid:40882517,0.7782772895314137,other,1.0,0.7782772895314137,2026-01-07 21:06:16
med:pmid:40857084,0.7753269467873339,other,1.0,0.7753269467873339,2026-01-07 21:06:16
med:pmid:40850510,0.7694597719381459,other,1.0,0.7694597719381459,2026-01-07 21:06:16
med:pmid:40833871,0.7665428551971142,other,1.0,0.7665428551971142,2026-01-07 21:06:16
med:pmid:40828432,0.765088546062338,other,1.0,0.765088546062338,2026-01-07 21:06:16
med:pmid:40811831,0.7578582832551991,review,0.9,0.6820724549296792,2026-01-07 21:06:16
med:pmid:40780595,0.7464317153992651,other,1.0,0.7464317153992651,2026-01-07 21:06:16
med:pmid:40770951,0.7464317153992651,other,1.0,0.7464317153992651,2026-01-07 21:06:16
med:pmid:40769236,0.7450155617493656,other,1.0,0.7450155617493656,2026-01-07 21:06:16
med:pmid:40736382,0.6522792517209315,other,1.0,0.6522792517209315,2026-01-07 21:06:16
med:pmid:40728824,0.7351774310109016,review,0.9,0.6616596879098114,2026-01-07 21:06:16
med:pmid:40706756,0.7254692154331355,other,1.0,0.7254692154331355,2026-01-07 21:06:16
med:pmid:40679772,0.7199793317752973,other,1.0,0.7199793317752973,2026-01-07 21:06:16
med:pmid:40679181,0.7199793317752973,other,1.0,0.7199793317752973,2026-01-07 21:06:16
med:pmid:40608018,0.6997597103329251,other,1.0,0.6997597103329251,2026-01-07 21:06:16
med:pmid:40574622,0.6918317601795351,other,1.0,0.6918317601795351,2026-01-07 21:06:16
